PersonID1,PersonID2,CompanyID,Category,Debt,CriminalRecord,Relation
EMP000350,EMP000327,COMP000016,Employee,84886.83,False,Distant Family
EMP000334,EMP000350,COMP000016,Employee,67088.76,False,Close Family
EMP000350,EMP000334,COMP000016,Employee,84886.83,False,Close Family
EMP000305,EMP000294,COMP000016,Employee,111825.48,False,Distant Family
EMP000294,EMP000305,COMP000016,Employee,67701.05,True,Distant Family
EMP000333,EMP000347,COMP000016,Employee,131707.21,False,Distant Family
EMP000347,EMP000333,COMP000016,Employee,75464.07,False,Distant Family
EMP000333,EMP000301,COMP000016,Employee,131707.21,False,Distant Family
EMP000301,EMP000333,COMP000016,Employee,56107.8,False,Distant Family
EMP000347,EMP000301,COMP000016,Employee,75464.07,False,Distant Family
EMP000301,EMP000347,COMP000016,Employee,56107.8,False,Distant Family
EMP000280,EMP000299,COMP000016,Employee,136236.37,False,Distant Family
EMP000299,EMP000280,COMP000016,Employee,112790.04,True,Distant Family
EMP000280,EMP000282,COMP000016,Employee,136236.37,False,Distant Family
EMP000282,EMP000280,COMP000016,Employee,99211.63,False,Distant Family
EMP000280,EMP000307,COMP000016,Employee,136236.37,False,Distant Family
EMP000307,EMP000280,COMP000016,Employee,53668.32,False,Distant Family
EMP000282,EMP000307,COMP000016,Employee,99211.63,False,Close Family
EMP000307,EMP000282,COMP000016,Employee,53668.32,False,Close Family
EMP000282,EMP000299,COMP000016,Employee,99211.63,False,Close Family
EMP000299,EMP000282,COMP000016,Employee,112790.04,True,Close Family
EMP000299,EMP000307,COMP000016,Employee,112790.04,True,Distant Family
EMP000307,EMP000299,COMP000016,Employee,53668.32,False,Distant Family
EMP000324,EMP000285,COMP000016,Employee,110577.48,False,Close Family
EMP000285,EMP000324,COMP000016,Employee,113340.09,False,Close Family
EMP000285,EMP000309,COMP000016,Employee,113340.09,False,Distant Family
EMP000309,EMP000285,COMP000016,Employee,101167.74,False,Distant Family
EMP000309,EMP000324,COMP000016,Employee,101167.74,False,Close Family
EMP000324,EMP000309,COMP000016,Employee,110577.48,False,Close Family
EMP000359,EMP000330,COMP000016,Employee,116519.72,False,Distant Family
EMP000330,EMP000359,COMP000016,Employee,91039.68,False,Distant Family
EMP000330,EMP000284,COMP000016,Employee,91039.68,False,Close Family
EMP000284,EMP000330,COMP000016,Employee,99261.81,False,Close Family
EMP000330,EMP000352,COMP000016,Employee,91039.68,False,Distant Family
EMP000352,EMP000330,COMP000016,Employee,62429.72,False,Distant Family
EMP000284,EMP000359,COMP000016,Employee,99261.81,False,Close Family
EMP000359,EMP000284,COMP000016,Employee,116519.72,False,Close Family
EMP000284,EMP000352,COMP000016,Employee,99261.81,False,Close Family
EMP000352,EMP000284,COMP000016,Employee,62429.72,False,Close Family
EMP000352,EMP000359,COMP000016,Employee,62429.72,False,Close Family
EMP000359,EMP000352,COMP000016,Employee,116519.72,False,Close Family
EMP000357,EMP000346,COMP000016,Employee,70162.73,True,Close Family
EMP000346,EMP000357,COMP000016,Employee,82235.38,False,Close Family
EMP000346,EMP000360,COMP000016,Employee,82235.38,False,Distant Family
EMP000360,EMP000346,COMP000016,Employee,85883.05,False,Distant Family
EMP000346,EMP000351,COMP000016,Employee,82235.38,False,Close Family
EMP000351,EMP000346,COMP000016,Employee,133061.94,False,Close Family
EMP000360,EMP000306,COMP000016,Employee,85883.05,False,Close Family
EMP000306,EMP000360,COMP000016,Employee,96253.47,False,Close Family
EMP000360,EMP000357,COMP000016,Employee,85883.05,False,Close Family
EMP000357,EMP000360,COMP000016,Employee,70162.73,True,Close Family
EMP000351,EMP000306,COMP000016,Employee,133061.94,False,Close Family
EMP000306,EMP000351,COMP000016,Employee,96253.47,False,Close Family
EMP000306,EMP000357,COMP000016,Employee,96253.47,False,Distant Family
EMP000357,EMP000306,COMP000016,Employee,70162.73,True,Distant Family
EMP000362,EMP000295,COMP000016,Employee,93913.49,False,Distant Family
EMP000295,EMP000362,COMP000016,Employee,62063.59,False,Distant Family
EMP000362,EMP000281,COMP000016,Employee,93913.49,False,Close Family
EMP000281,EMP000362,COMP000016,Employee,64707.35,False,Close Family
EMP000362,EMP000277,COMP000016,Employee,93913.49,False,Close Family
EMP000277,EMP000362,COMP000016,Owner,376039.67,True,Close Family
EMP000295,EMP000281,COMP000016,Employee,62063.59,False,Close Family
EMP000281,EMP000295,COMP000016,Employee,64707.35,False,Close Family
EMP000277,EMP000281,COMP000016,Owner,376039.67,True,Distant Family
EMP000281,EMP000277,COMP000016,Employee,64707.35,False,Distant Family
EMP000277,EMP000295,COMP000016,Owner,376039.67,True,Distant Family
EMP000295,EMP000277,COMP000016,Employee,62063.59,False,Distant Family
EMP000317,CIT002550,COMP000016,Employee,128917.12,False,Close Family
CIT002550,EMP000317,COMP000016,Citizen,122430.87,False,Close Family
EMP000300,CIT002592,COMP000016,Employee,137357.86,False,Close Family
CIT002592,EMP000300,COMP000016,Citizen,0.0,False,Close Family
EMP000326,CIT002591,COMP000016,Employee,74595.77,True,Close Family
CIT002591,EMP000326,COMP000016,Citizen,0.0,False,Close Family
EMP000305,CIT002658,COMP000016,Employee,111825.48,False,Close Family
CIT002658,EMP000305,COMP000016,Citizen,0.0,False,Close Family
EMP000334,CIT002756,COMP000016,Employee,67088.76,False,Close Family
CIT002756,EMP000334,COMP000016,Citizen,0.0,False,Close Family
EMP000319,CIT002659,COMP000016,Employee,108684.11,False,Close Family
CIT002659,EMP000319,COMP000016,Citizen,94909.34,False,Close Family
EMP000315,CIT002614,COMP000016,Employee,61976.21,False,Close Family
CIT002614,EMP000315,COMP000016,Citizen,128822.01,False,Close Family
EMP000289,CIT002930,COMP000016,Employee,68188.01,False,Close Family
CIT002930,EMP000289,COMP000016,Citizen,0.0,False,Close Family
EMP000353,CIT002431,COMP000016,Employee,143834.05,True,Close Family
CIT002431,EMP000353,COMP000016,Citizen,0.0,True,Close Family
EMP000278,CIT002752,COMP000016,Employee,101398.95,False,Close Family
CIT002752,EMP000278,COMP000016,Citizen,0.0,False,Close Family
EMP000332,CIT003083,COMP000016,Employee,146947.04,False,Close Family
CIT003083,EMP000332,COMP000016,Citizen,111176.83,False,Close Family
EMP000330,CIT002396,COMP000016,Employee,91039.68,False,Close Family
CIT002396,EMP000330,COMP000016,Citizen,95579.44,False,Close Family
EMP000280,CIT002748,COMP000016,Employee,136236.37,False,Close Family
CIT002748,EMP000280,COMP000016,Citizen,159372.88,False,Close Family
EMP000355,CIT002974,COMP000016,Employee,107447.31,False,Close Family
CIT002974,EMP000355,COMP000016,Citizen,145929.61,True,Close Family
EMP000337,CIT002423,COMP000016,Employee,126949.29,True,Close Family
CIT002423,EMP000337,COMP000016,Citizen,0.0,False,Close Family
EMP000352,CIT002770,COMP000016,Employee,62429.72,False,Close Family
CIT002770,EMP000352,COMP000016,Citizen,103613.5,False,Close Family
EMP000287,CIT002575,COMP000016,Employee,62804.58,True,Close Family
CIT002575,EMP000287,COMP000016,Citizen,153004.81,False,Close Family
EMP000347,CIT002496,COMP000016,Employee,75464.07,False,Close Family
CIT002496,EMP000347,COMP000016,Citizen,135079.21,False,Close Family
EMP000351,CIT002947,COMP000016,Employee,133061.94,False,Close Family
CIT002947,EMP000351,COMP000016,Citizen,0.0,False,Close Family
EMP000314,CIT002470,COMP000016,Employee,71144.8,False,Close Family
CIT002470,EMP000314,COMP000016,Citizen,102675.41,False,Close Family
EMP000302,CIT003119,COMP000016,Employee,130620.13,False,Close Family
CIT003119,EMP000302,COMP000016,Citizen,137850.39,False,Close Family
EMP000299,CIT002708,COMP000016,Employee,112790.04,True,Close Family
CIT002708,EMP000299,COMP000016,Citizen,137605.47,False,Close Family
EMP000358,CIT002783,COMP000016,Employee,66426.58,False,Close Family
CIT002783,EMP000358,COMP000016,Citizen,0.0,False,Close Family
EMP000343,CIT002636,COMP000016,Employee,103258.94,True,Close Family
CIT002636,EMP000343,COMP000016,Citizen,114447.94,False,Close Family
EMP000348,CIT002817,COMP000016,Employee,126022.79,False,Close Family
CIT002817,EMP000348,COMP000016,Citizen,81728.46,False,Close Family
EMP000318,CIT002644,COMP000016,Employee,58692.03,False,Close Family
CIT002644,EMP000318,COMP000016,Citizen,79929.45,False,Close Family
EMP000345,CIT002733,COMP000016,Employee,56337.5,False,Close Family
CIT002733,EMP000345,COMP000016,Citizen,122786.74,False,Close Family
EMP000301,CIT002545,COMP000016,Employee,56107.8,False,Close Family
CIT002545,EMP000301,COMP000016,Citizen,0.0,False,Close Family
EMP000336,CIT002472,COMP000016,Employee,107161.27,False,Close Family
CIT002472,EMP000336,COMP000016,Citizen,0.0,False,Close Family
EMP000313,CIT002927,COMP000016,Employee,52007.12,False,Close Family
CIT002927,EMP000313,COMP000016,Citizen,124896.79,False,Close Family
EMP000338,CIT002953,COMP000016,Employee,82367.92,False,Close Family
CIT002953,EMP000338,COMP000016,Citizen,150886.81,False,Close Family
EMP000291,CIT002820,COMP000016,Employee,116755.77,True,Close Family
CIT002820,EMP000291,COMP000016,Citizen,146938.82,True,Close Family
EMP000298,CIT003068,COMP000016,Employee,53931.21,False,Close Family
CIT003068,EMP000298,COMP000016,Citizen,157686.78,False,Close Family
EMP000296,CIT002831,COMP000016,Employee,70633.37,False,Close Family
CIT002831,EMP000296,COMP000016,Citizen,154511.03,False,Close Family
EMP000349,CIT002958,COMP000016,Employee,97157.62,False,Close Family
CIT002958,EMP000349,COMP000016,Citizen,0.0,False,Close Family
EMP000350,CIT002946,COMP000016,Employee,84886.83,False,Close Family
CIT002946,EMP000350,COMP000016,Citizen,110606.73,False,Close Family
EMP000283,CIT002492,COMP000016,Employee,95913.58,False,Close Family
CIT002492,EMP000283,COMP000016,Citizen,106553.32,False,Close Family
EMP000304,CIT002607,COMP000016,Employee,87047.21,False,Close Family
CIT002607,EMP000304,COMP000016,Citizen,165959.54,True,Close Family
EMP000312,CIT002668,COMP000016,Employee,76924.32,False,Close Family
CIT002668,EMP000312,COMP000016,Citizen,0.0,False,Close Family
EMP000344,CIT002693,COMP000016,Employee,83660.43,True,Close Family
CIT002693,EMP000344,COMP000016,Citizen,145762.06,False,Close Family
EMP000362,CIT002580,COMP000016,Employee,93913.49,False,Close Family
CIT002580,EMP000362,COMP000016,Citizen,164114.01,False,Close Family
EMP000323,CIT002798,COMP000016,Employee,85609.67,False,Close Family
CIT002798,EMP000323,COMP000016,Citizen,91684.86,False,Close Family
EMP000286,CIT002923,COMP000016,Employee,57586.33,True,Close Family
CIT002923,EMP000286,COMP000016,Citizen,89306.2,True,Close Family
EMP000335,CIT002977,COMP000016,Employee,142937.6,False,Close Family
CIT002977,EMP000335,COMP000016,Citizen,95497.92,False,Close Family
EMP000277,CIT002498,COMP000016,Owner,376039.67,True,Close Family
CIT002498,EMP000277,COMP000016,Citizen,0.0,False,Close Family
EMP000327,CIT002469,COMP000016,Employee,68656.7,False,Close Family
CIT002469,EMP000327,COMP000016,Citizen,0.0,False,Close Family
EMP000316,CIT002828,COMP000016,Employee,109359.25,False,Close Family
CIT002828,EMP000316,COMP000016,Citizen,96143.13,False,Close Family
EMP000285,CIT003101,COMP000016,Employee,113340.09,False,Close Family
CIT003101,EMP000285,COMP000016,Citizen,173000.55,False,Close Family
EMP000294,CIT002625,COMP000016,Employee,67701.05,True,Close Family
CIT002625,EMP000294,COMP000016,Citizen,154401.45,False,Close Family
EMP000279,CIT002956,COMP000016,Employee,89654.28,False,Close Family
CIT002956,EMP000279,COMP000016,Citizen,0.0,False,Close Family
EMP000321,CIT002427,COMP000016,Employee,78377.59,False,Close Family
CIT002427,EMP000321,COMP000016,Citizen,117710.5,False,Close Family
EMP000275,CIT003120,COMP000016,Owner,237646.89,False,Close Family
CIT003120,EMP000275,COMP000016,Citizen,0.0,False,Close Family
EMP000276,CIT002966,COMP000016,Owner,248061.01,False,Close Family
CIT002966,EMP000276,COMP000016,Citizen,105509.97,False,Close Family
EMP000292,CIT002822,COMP000016,Employee,69228.9,True,Close Family
CIT002822,EMP000292,COMP000016,Citizen,89609.66,False,Close Family
EMP000303,CIT002488,COMP000016,Employee,68452.1,False,Close Family
CIT002488,EMP000303,COMP000016,Citizen,118789.99,False,Close Family
EMP000310,CIT003009,COMP000016,Employee,60717.2,False,Close Family
CIT003009,EMP000310,COMP000016,Citizen,90478.6,False,Close Family
EMP000356,CIT002691,COMP000016,Employee,63977.24,False,Close Family
CIT002691,EMP000356,COMP000016,Citizen,121398.54,False,Close Family
EMP000340,CIT002890,COMP000016,Employee,61483.68,False,Close Family
CIT002890,EMP000340,COMP000016,Citizen,83421.3,False,Close Family
EMP000293,CIT003128,COMP000016,Employee,66893.51,False,Close Family
CIT003128,EMP000293,COMP000016,Citizen,0.0,False,Close Family
EMP000295,CIT002408,COMP000016,Employee,62063.59,False,Close Family
CIT002408,EMP000295,COMP000016,Citizen,109213.26,False,Close Family
EMP000297,CIT003029,COMP000016,Employee,100341.73,False,Close Family
CIT003029,EMP000297,COMP000016,Citizen,115252.64,False,Close Family
EMP000307,CIT002657,COMP000016,Employee,53668.32,False,Close Family
CIT002657,EMP000307,COMP000016,Citizen,96758.79,False,Close Family
EMP000359,CIT002987,COMP000016,Employee,116519.72,False,Close Family
CIT002987,EMP000359,COMP000016,Citizen,0.0,False,Close Family
EMP000284,CIT002840,COMP000016,Employee,99261.81,False,Close Family
CIT002840,EMP000284,COMP000016,Citizen,103147.73,False,Close Family
EMP000365,CIT002379,COMP000016,Employee,73221.27,False,Close Family
CIT002379,EMP000365,COMP000016,Citizen,94668.82,False,Close Family
EMP000322,CIT002451,COMP000016,Employee,114591.72,False,Close Family
CIT002451,EMP000322,COMP000016,Citizen,160793.49,False,Close Family
EMP000364,CIT002865,COMP000016,Employee,124760.94,False,Close Family
CIT002865,EMP000364,COMP000016,Citizen,0.0,False,Close Family
EMP000288,CIT002428,COMP000016,Employee,63882.72,False,Close Family
CIT002428,EMP000288,COMP000016,Citizen,0.0,False,Close Family
EMP000354,CIT002673,COMP000016,Employee,56649.63,False,Close Family
CIT002673,EMP000354,COMP000016,Citizen,0.0,True,Close Family
EMP000311,CIT003020,COMP000016,Employee,103261.73,False,Close Family
CIT003020,EMP000311,COMP000016,Citizen,0.0,False,Close Family
EMP000342,CIT002443,COMP000016,Employee,65436.27,False,Close Family
CIT002443,EMP000342,COMP000016,Citizen,160454.74,False,Close Family
EMP000290,CIT002894,COMP000016,Employee,139678.84,False,Close Family
CIT002894,EMP000290,COMP000016,Citizen,0.0,False,Close Family
EMP000320,CIT003054,COMP000016,Employee,93165.95,True,Close Family
CIT003054,EMP000320,COMP000016,Citizen,0.0,False,Close Family
EMP000363,CIT002390,COMP000016,Employee,96267.98,False,Close Family
CIT002390,EMP000363,COMP000016,Citizen,0.0,False,Close Family
EMP000309,CIT002812,COMP000016,Employee,101167.74,False,Close Family
CIT002812,EMP000309,COMP000016,Citizen,0.0,False,Close Family
EMP000308,CIT002608,COMP000016,Employee,121334.96,False,Close Family
CIT002608,EMP000308,COMP000016,Citizen,0.0,False,Close Family
EMP000360,CIT003026,COMP000016,Employee,85883.05,False,Close Family
CIT003026,EMP000360,COMP000016,Citizen,0.0,False,Close Family
EMP000325,CIT002425,COMP000016,Employee,60178.25,True,Close Family
CIT002425,EMP000325,COMP000016,Citizen,96603.14,False,Close Family
EMP000357,CIT003130,COMP000016,Employee,70162.73,True,Close Family
CIT003130,EMP000357,COMP000016,Citizen,106458.76,False,Close Family
EMP000328,CIT002793,COMP000016,Employee,67337.36,False,Close Family
CIT002793,EMP000328,COMP000016,Citizen,84301.74,False,Close Family
EMP000346,CIT002642,COMP000016,Employee,82235.38,False,Close Family
CIT002642,EMP000346,COMP000016,Citizen,0.0,False,Close Family
EMP000333,CIT003125,COMP000016,Employee,131707.21,False,Close Family
CIT003125,EMP000333,COMP000016,Citizen,107953.04,False,Close Family
EMP000341,CIT002445,COMP000016,Employee,78863.06,False,Close Family
CIT002445,EMP000341,COMP000016,Citizen,152679.84,False,Close Family
EMP000331,CIT002623,COMP000016,Employee,61203.89,False,Close Family
CIT002623,EMP000331,COMP000016,Citizen,109695.9,False,Close Family
EMP000339,CIT002504,COMP000016,Employee,100761.04,False,Close Family
CIT002504,EMP000339,COMP000016,Citizen,109327.55,False,Close Family
EMP000282,CIT002464,COMP000016,Employee,99211.63,False,Close Family
CIT002464,EMP000282,COMP000016,Citizen,0.0,False,Close Family
EMP000281,CIT002707,COMP000016,Employee,64707.35,False,Close Family
CIT002707,EMP000281,COMP000016,Citizen,0.0,False,Close Family
EMP000324,CIT002412,COMP000016,Employee,110577.48,False,Close Family
CIT002412,EMP000324,COMP000016,Citizen,0.0,False,Close Family
EMP000306,CIT002785,COMP000016,Employee,96253.47,False,Close Family
CIT002785,EMP000306,COMP000016,Citizen,0.0,False,Close Family
EMP000329,CIT003098,COMP000016,Employee,58023.37,False,Close Family
CIT003098,EMP000329,COMP000016,Citizen,0.0,False,Close Family
EMP000361,CIT003034,COMP000016,Employee,89244.51,False,Close Family
CIT003034,EMP000361,COMP000016,Citizen,87331.85,False,Close Family
EMP000418,EMP000484,COMP000017,Employee,0.0,False,Distant Family
EMP000484,EMP000418,COMP000017,Employee,0.0,False,Distant Family
EMP000456,EMP000389,COMP000017,Employee,0.0,False,Distant Family
EMP000389,EMP000456,COMP000017,Employee,0.0,True,Distant Family
EMP000509,EMP000507,COMP000018,Employee,129072.32,False,Distant Family
EMP000507,EMP000509,COMP000018,Owner,331191.69,True,Distant Family
EMP000509,CIT004350,COMP000018,Employee,129072.32,False,Close Family
CIT004350,EMP000509,COMP000018,Citizen,0.0,False,Close Family
EMP000508,CIT004355,COMP000018,Employee,81529.03,False,Close Family
CIT004355,EMP000508,COMP000018,Citizen,0.0,False,Close Family
EMP000507,CIT004349,COMP000018,Owner,331191.69,True,Close Family
CIT004349,EMP000507,COMP000018,Citizen,150543.73,False,Close Family
EMP000528,EMP000614,COMP000021,Employee,0.0,False,Distant Family
EMP000614,EMP000528,COMP000021,Employee,0.0,False,Distant Family
EMP000545,EMP000548,COMP000021,Employee,0.0,False,Distant Family
EMP000548,EMP000545,COMP000021,Employee,0.0,False,Distant Family
EMP000554,EMP000566,COMP000021,Employee,0.0,False,Distant Family
EMP000566,EMP000554,COMP000021,Employee,0.0,False,Distant Family
EMP000589,EMP000524,COMP000021,Employee,0.0,False,Distant Family
EMP000524,EMP000589,COMP000021,Owner,50893.7,False,Distant Family
EMP000601,EMP000604,COMP000021,Employee,0.0,False,Distant Family
EMP000604,EMP000601,COMP000021,Employee,0.0,False,Distant Family
EMP000623,EMP000582,COMP000021,Employee,0.0,False,Distant Family
EMP000582,EMP000623,COMP000021,Employee,0.0,False,Distant Family
EMP000640,EMP000648,COMP000022,Employee,278963.33,False,Distant Family
EMP000648,EMP000640,COMP000022,Employee,257939.7,False,Distant Family
EMP000637,EMP000654,COMP000022,Employee,274193.82,False,Distant Family
EMP000654,EMP000637,COMP000022,Employee,106130.5,True,Distant Family
EMP000638,EMP000633,COMP000022,Employee,260345.62,False,Close Family
EMP000633,EMP000638,COMP000022,Owner,331370.35,False,Close Family
EMP000639,CIT005518,COMP000022,Employee,262965.02,True,Close Family
CIT005518,EMP000639,COMP000022,Citizen,170158.03,False,Close Family
EMP000637,CIT005510,COMP000022,Employee,274193.82,False,Close Family
CIT005510,EMP000637,COMP000022,Citizen,119775.49,False,Close Family
EMP000644,CIT005485,COMP000022,Employee,112070.42,True,Close Family
CIT005485,EMP000644,COMP000022,Citizen,93717.31,False,Close Family
EMP000632,CIT005465,COMP000022,Owner,360045.07,True,Close Family
CIT005465,EMP000632,COMP000022,Citizen,190968.67,False,Close Family
EMP000642,CIT005530,COMP000022,Employee,228715.54,False,Close Family
CIT005530,EMP000642,COMP000022,Citizen,228877.33,False,Close Family
EMP000643,CIT005461,COMP000022,Employee,246317.9,True,Close Family
CIT005461,EMP000643,COMP000022,Citizen,119234.49,False,Close Family
EMP000653,CIT005447,COMP000022,Employee,236045.65,True,Close Family
CIT005447,EMP000653,COMP000022,Citizen,128395.65,False,Close Family
EMP000646,CIT005427,COMP000022,Employee,143842.8,False,Close Family
CIT005427,EMP000646,COMP000022,Citizen,208369.2,False,Close Family
EMP000650,CIT005539,COMP000022,Employee,243840.36,True,Close Family
CIT005539,EMP000650,COMP000022,Citizen,86054.14,False,Close Family
EMP000636,CIT005522,COMP000022,Employee,208259.27,False,Close Family
CIT005522,EMP000636,COMP000022,Citizen,186860.88,False,Close Family
EMP000654,CIT005446,COMP000022,Employee,106130.5,True,Close Family
CIT005446,EMP000654,COMP000022,Citizen,151180.53,False,Close Family
EMP000633,CIT005527,COMP000022,Owner,331370.35,False,Close Family
CIT005527,EMP000633,COMP000022,Citizen,232984.62,False,Close Family
EMP000638,CIT005555,COMP000022,Employee,260345.62,False,Close Family
CIT005555,EMP000638,COMP000022,Citizen,248483.82,False,Close Family
EMP000641,CIT005551,COMP000022,Employee,263459.55,False,Close Family
CIT005551,EMP000641,COMP000022,Citizen,163814.68,False,Close Family
EMP000647,CIT005456,COMP000022,Employee,167379.16,True,Close Family
CIT005456,EMP000647,COMP000022,Citizen,200695.53,False,Close Family
EMP000652,CIT005513,COMP000022,Employee,230065.14,True,Close Family
CIT005513,EMP000652,COMP000022,Citizen,117408.02,True,Close Family
EMP000640,CIT005459,COMP000022,Employee,278963.33,False,Close Family
CIT005459,EMP000640,COMP000022,Citizen,191143.54,False,Close Family
EMP000645,CIT005506,COMP000022,Employee,131908.94,False,Close Family
