EmployeeID,CompanyID,Role,WeeklyServiceHours,CitizensServed,FamilyRelations,CaretakingEducation,RecentWorkPermit,CriminalBackground,Debt
EMP002836,COMP000104,Employee,51.14,9,0,True,False,False,0.0
EMP002152,COMP000077,Employee,51.1,9,0,True,False,False,0.0
EMP001904,COMP000072,Employee,51.05,9,0,True,False,False,275866.04
EMP003757,COMP000140,Employee,50.86,20,2,False,True,False,425722.77
EMP000371,COMP000017,Employee,50.77,9,0,True,False,False,0.0
EMP001127,COMP000042,Employee,50.73,9,0,True,False,False,0.0
EMP000582,COMP000024,Employee,50.73,9,0,True,False,False,0.0
EMP000973,COMP000037,Employee,50.72,9,0,True,False,False,0.0
EMP002452,COMP000088,Employee,50.57,9,0,True,False,False,0.0
EMP003631,COMP000138,Employee,50.44,22,0,True,False,False,0.0
EMP003623,COMP000138,Owner,50.42,22,0,True,True,False,0.0
EMP001638,COMP000062,Employee,50.4,8,0,True,False,False,0.0
EMP000445,COMP000019,Owner,50.4,8,0,True,False,False,0.0
EMP000366,COMP000017,Owner,50.23,9,0,True,False,False,0.0
EMP002254,COMP000079,Employee,50.03,9,0,True,True,False,200891.19
EMP001443,COMP000057,Employee,50.03,9,0,True,False,False,0.0
EMP000468,COMP000021,Employee,50.0,9,0,True,False,False,91877.05
EMP002034,COMP000074,Employee,49.8,9,0,True,False,False,0.0
EMP001906,COMP000072,Employee,49.78,9,0,True,False,False,246297.27
EMP003302,COMP000123,Employee,49.77,21,0,True,False,False,0.0
EMP000377,COMP000017,Employee,49.71,9,0,True,False,False,0.0
EMP003433,COMP000128,Employee,49.69,21,0,True,False,True,271984.67
EMP001556,COMP000060,Employee,49.68,9,0,True,False,False,0.0
EMP001817,COMP000070,Employee,49.66,9,0,True,False,False,163509.94
EMP003540,COMP000134,Employee,49.59,20,0,True,False,False,0.0
EMP003305,COMP000123,Employee,49.58,21,0,True,False,False,0.0
EMP000479,COMP000021,Employee,49.52,9,0,True,True,True,109507.79
EMP000890,COMP000034,Employee,49.5,9,0,True,False,False,0.0
EMP001248,COMP000047,Employee,49.46,9,0,True,False,False,0.0
EMP001191,COMP000044,Employee,49.38,9,0,True,False,False,220588.58
EMP000009,COMP000002,Employee,49.29,9,1,True,False,False,0.0
EMP001816,COMP000070,Employee,49.25,9,0,True,False,False,222292.72
EMP000700,COMP000027,Employee,49.23,9,0,True,False,False,0.0
EMP003231,COMP000119,Employee,49.2,23,0,True,False,False,0.0
EMP002446,COMP000088,Employee,49.15,9,0,True,False,False,98864.19
EMP003613,COMP000137,Employee,49.13,23,0,True,False,False,462608.97
EMP002900,COMP000104,Employee,49.03,8,0,True,False,False,0.0
EMP001499,COMP000058,Employee,48.98,9,0,True,False,False,231351.21
EMP002429,COMP000088,Owner,48.97,9,0,True,False,False,0.0
EMP002449,COMP000088,Employee,48.97,9,0,True,False,False,0.0
EMP002584,COMP000093,Employee,48.87,9,0,True,False,False,0.0
EMP002072,COMP000076,Employee,48.82,9,0,True,False,False,0.0
EMP003445,COMP000128,Employee,48.7,20,0,False,False,True,272404.91
EMP003377,COMP000125,Owner,48.64,22,0,True,True,False,379676.28
EMP001767,COMP000068,Owner,48.61,9,0,True,False,False,0.0
EMP001825,COMP000070,Employee,48.57,9,2,True,False,True,188559.63
EMP002616,COMP000096,Employee,48.44,9,0,True,False,False,0.0
EMP001303,COMP000053,Employee,48.41,9,0,False,False,False,231470.7
EMP002653,COMP000098,Employee,48.35,9,0,True,False,False,0.0
EMP001920,COMP000072,Employee,48.14,8,0,True,False,True,165042.24
EMP000115,COMP000009,Owner,48.14,9,0,True,False,False,0.0
EMP000879,COMP000034,Employee,48.11,9,0,True,False,False,0.0
EMP002348,COMP000083,Owner,48.0,9,0,True,False,False,0.0
EMP003436,COMP000128,Employee,47.98,21,0,True,True,False,303686.05
EMP001377,COMP000055,Employee,47.95,9,0,True,False,True,243666.24
EMP002525,COMP000091,Owner,47.89,10,0,True,False,False,0.0
EMP000133,COMP000010,Employee,47.79,9,0,True,False,False,0.0
EMP002139,COMP000077,Employee,47.78,9,0,True,False,False,0.0
EMP000631,COMP000025,Employee,47.73,9,0,True,False,False,0.0
EMP000459,COMP000021,Owner,47.58,9,0,True,False,False,154597.67
EMP001952,COMP000073,Employee,47.54,9,0,True,False,False,0.0
EMP003119,COMP000113,Employee,47.47,22,0,True,False,False,0.0
EMP001886,COMP000072,Employee,47.35,9,0,True,False,False,106531.81
EMP002274,COMP000079,Employee,47.29,9,0,False,False,False,260479.21
EMP003180,COMP000113,Employee,47.29,21,0,True,False,False,0.0
EMP001348,COMP000054,Employee,47.29,9,0,True,False,False,0.0
EMP003055,COMP000110,Employee,47.23,9,0,True,False,False,0.0
EMP000869,COMP000033,Owner,47.13,10,0,True,False,False,0.0
EMP003237,COMP000119,Employee,47.11,22,0,True,False,False,0.0
EMP001492,COMP000058,Employee,47.1,9,1,True,False,False,135872.94
EMP003102,COMP000113,Owner,47.09,22,0,True,False,False,0.0
EMP000030,COMP000005,Employee,47.08,9,0,True,False,False,0.0
EMP002691,COMP000098,Employee,46.99,8,0,True,False,False,0.0
EMP001288,COMP000050,Owner,46.97,9,2,True,False,True,448144.21
EMP001089,COMP000041,Employee,46.96,9,0,True,False,False,0.0
EMP003771,COMP000140,Employee,46.91,20,0,False,True,True,384470.9
EMP001805,COMP000068,Employee,46.76,8,0,True,False,False,0.0
EMP000789,COMP000028,Owner,46.74,9,0,True,False,False,0.0
EMP001967,COMP000073,Employee,46.72,9,1,True,False,False,0.0
EMP003470,COMP000130,Employee,46.68,22,0,True,False,False,74878.3
EMP003646,COMP000138,Employee,46.68,22,0,True,False,False,0.0
EMP001887,COMP000072,Employee,46.67,9,0,True,False,True,181549.62
EMP002681,COMP000098,Employee,46.66,9,0,True,False,False,0.0
EMP000037,COMP000005,Employee,46.65,9,1,False,False,False,0.0
EMP001347,COMP000054,Employee,46.5,9,0,False,False,False,0.0
EMP001852,COMP000071,Employee,46.49,9,0,True,False,False,0.0
EMP002717,COMP000099,Employee,46.46,9,0,True,False,False,0.0
EMP000296,COMP000016,Employee,46.42,9,0,True,False,False,0.0
EMP003326,COMP000123,Employee,46.31,21,1,True,False,False,0.0
EMP000203,COMP000013,Employee,46.29,9,0,True,False,False,0.0
EMP001181,COMP000044,Employee,46.23,9,0,False,False,True,237654.85
EMP000126,COMP000010,Employee,46.18,9,0,True,False,False,0.0
EMP000695,COMP000027,Owner,46.17,9,1,True,False,False,0.0
EMP001663,COMP000064,Employee,46.14,9,0,True,False,False,62978.82
EMP000630,COMP000025,Employee,46.13,9,0,True,False,False,0.0
EMP003490,COMP000132,Employee,46.13,21,0,True,True,False,0.0
EMP001812,COMP000070,Owner,46.07,9,0,True,False,True,532573.22
EMP000473,COMP000021,Employee,46.06,9,0,True,True,False,78869.37
EMP002549,COMP000091,Employee,46.05,9,0,True,False,False,0.0
EMP001903,COMP000072,Employee,46.02,9,0,True,False,True,183836.58
EMP001486,COMP000058,Employee,45.99,9,0,True,False,False,234295.83
EMP001437,COMP000057,Employee,45.98,9,0,True,False,False,0.0
EMP001231,COMP000046,Owner,45.95,9,0,True,False,False,0.0
EMP001444,COMP000057,Employee,45.89,9,0,True,False,False,0.0
EMP001027,COMP000040,Owner,45.86,9,1,True,False,False,0.0
EMP001619,COMP000062,Employee,45.86,9,0,True,False,False,0.0
EMP003621,COMP000138,Owner,45.81,22,0,True,False,False,0.0
EMP000072,COMP000006,Employee,45.81,9,0,True,False,False,80478.22
EMP001483,COMP000058,Owner,45.8,9,0,True,False,True,505633.16
EMP003670,COMP000138,Employee,45.74,21,0,True,False,True,0.0
EMP003409,COMP000128,Employee,45.7,21,0,True,False,False,369896.86
EMP001487,COMP000058,Employee,45.66,9,1,True,False,False,139798.43
EMP000067,COMP000006,Owner,45.61,9,0,True,False,False,0.0
EMP002787,COMP000103,Employee,45.49,9,0,True,False,False,0.0
EMP001302,COMP000053,Owner,45.46,9,0,True,False,True,555104.4
EMP002163,COMP000077,Employee,45.42,9,0,True,False,False,0.0
EMP000963,COMP000036,Owner,45.3,9,0,True,True,False,292968.07
EMP000385,COMP000017,Employee,45.3,9,0,True,False,False,0.0
EMP001879,COMP000072,Employee,45.28,9,0,True,False,False,196426.42
EMP001016,COMP000039,Employee,45.25,9,0,True,False,False,0.0
EMP000895,COMP000034,Employee,45.25,9,1,True,False,False,98424.44
EMP003432,COMP000128,Employee,45.23,21,0,True,True,True,484070.87
EMP001380,COMP000055,Employee,45.19,9,0,True,True,False,254325.38
EMP000896,COMP000034,Employee,45.17,9,0,True,False,False,0.0
EMP000373,COMP000017,Employee,45.11,9,0,True,False,False,0.0
EMP000981,COMP000037,Employee,45.11,9,0,True,False,False,0.0
EMP001602,COMP000062,Employee,45.11,9,0,True,False,False,0.0
EMP002177,COMP000077,Employee,45.06,9,0,True,False,False,0.0
EMP001763,COMP000067,Owner,45.03,9,0,True,False,False,0.0
EMP002303,COMP000079,Employee,45.0,9,1,True,False,False,173827.24
EMP001435,COMP000057,Owner,45.0,9,0,True,False,False,0.0
EMP000034,COMP000005,Employee,44.99,9,0,True,False,False,0.0
EMP000877,COMP000034,Employee,44.95,9,0,False,False,False,0.0
EMP001305,COMP000053,Employee,44.91,9,1,True,True,False,235562.64
EMP000888,COMP000034,Employee,44.84,9,0,True,False,False,0.0
EMP000665,COMP000026,Employee,44.81,9,0,True,False,False,0.0
EMP001488,COMP000058,Employee,44.77,9,0,True,True,True,250187.96
EMP001136,COMP000042,Employee,44.76,9,0,True,False,False,0.0
EMP002953,COMP000107,Employee,44.75,8,0,False,False,False,209383.1
EMP000035,COMP000005,Employee,44.7,9,0,True,False,True,0.0
EMP003266,COMP000121,Owner,44.67,24,0,True,False,False,0.0
EMP000714,COMP000027,Employee,44.65,9,0,False,False,False,0.0
EMP003164,COMP000113,Employee,44.65,21,0,True,False,False,0.0
EMP003192,COMP000114,Employee,44.64,26,0,True,False,False,0.0
EMP000634,COMP000025,Employee,44.62,8,0,True,False,False,0.0
EMP000660,COMP000026,Employee,44.61,9,0,True,False,False,0.0
EMP003520,COMP000133,Employee,44.61,18,0,True,False,False,0.0
EMP001485,COMP000058,Employee,44.6,9,0,True,False,False,288889.72
EMP003533,COMP000134,Employee,44.6,21,0,True,False,False,0.0
EMP001239,COMP000047,Owner,44.58,9,1,True,False,True,0.0
EMP001497,COMP000058,Employee,44.49,9,0,True,False,False,141066.59
EMP002667,COMP000098,Employee,44.48,9,0,True,False,False,0.0
EMP003352,COMP000123,Employee,44.41,21,0,True,False,False,0.0
EMP002250,COMP000079,Owner,44.39,9,0,True,False,False,507496.7
EMP002099,COMP000076,Employee,44.38,9,0,True,False,False,0.0
EMP002263,COMP000079,Employee,44.35,9,0,True,False,True,167848.13
EMP000861,COMP000032,Employee,44.33,8,0,True,False,True,98785.4
EMP002591,COMP000093,Employee,44.3,9,0,True,False,False,0.0
EMP001346,COMP000054,Employee,44.28,9,0,True,False,False,0.0
EMP001440,COMP000057,Employee,44.27,9,0,True,False,False,0.0
EMP001418,COMP000055,Employee,44.24,8,0,True,False,False,238723.61
EMP001429,COMP000056,Employee,44.24,9,1,True,True,True,293369.1
EMP002605,COMP000094,Employee,44.18,8,0,True,False,False,0.0
EMP001788,COMP000068,Employee,44.14,9,0,True,False,False,0.0
EMP001083,COMP000041,Employee,44.12,9,0,True,False,False,0.0
EMP000662,COMP000026,Employee,44.07,9,0,True,False,False,0.0
EMP000021,COMP000004,Employee,44.02,10,0,True,False,False,95466.02
EMP003397,COMP000127,Owner,44.01,21,0,True,False,False,0.0
EMP003727,COMP000139,Employee,43.98,22,0,True,False,False,0.0
EMP001375,COMP000055,Employee,43.96,9,0,True,False,False,295461.58
EMP000467,COMP000021,Employee,43.91,9,0,True,False,False,67537.13
EMP000586,COMP000024,Employee,43.89,9,0,True,False,False,0.0
EMP003156,COMP000113,Employee,43.85,21,0,True,False,False,0.0
EMP002618,COMP000096,Employee,43.85,9,0,True,True,False,0.0
EMP003100,COMP000112,Employee,43.78,21,0,True,False,False,0.0
EMP001560,COMP000060,Employee,43.74,9,0,True,False,False,0.0
EMP000964,COMP000036,Employee,43.74,9,0,True,False,False,68447.63
EMP002351,COMP000083,Employee,43.74,9,0,True,False,False,0.0
EMP003122,COMP000113,Employee,43.7,22,0,True,False,False,0.0
EMP003228,COMP000119,Employee,43.68,23,0,True,False,False,0.0
EMP002176,COMP000077,Employee,43.68,9,0,True,False,False,0.0
EMP001681,COMP000064,Employee,43.68,9,0,True,False,False,0.0
EMP002743,COMP000099,Employee,43.65,9,0,True,False,False,0.0
EMP003602,COMP000137,Employee,43.65,24,0,True,True,False,280550.02
EMP001937,COMP000072,Employee,43.64,8,0,True,False,True,178620.78
EMP000589,COMP000024,Employee,43.63,8,0,True,False,False,0.0
EMP000014,COMP000003,Owner,43.61,9,0,True,False,False,0.0
EMP000897,COMP000034,Employee,43.61,9,0,True,False,False,0.0
EMP001382,COMP000055,Employee,43.61,9,0,True,False,False,171405.87
EMP002416,COMP000086,Employee,43.6,9,0,True,False,False,0.0
EMP002804,COMP000103,Employee,43.6,9,0,True,False,False,0.0
EMP000129,COMP000010,Employee,43.58,9,0,True,False,False,0.0
EMP001242,COMP000047,Employee,43.58,9,0,True,False,False,86893.48
EMP000526,COMP000022,Owner,43.55,9,0,True,False,False,0.0
EMP002337,COMP000081,Owner,43.52,9,0,True,False,False,0.0
EMP001014,COMP000039,Owner,43.45,9,0,True,False,False,0.0
EMP001383,COMP000055,Employee,43.44,9,0,True,False,False,145735.36
EMP001262,COMP000047,Employee,43.37,9,0,True,False,False,0.0
EMP001493,COMP000058,Employee,43.35,9,0,True,False,False,122660.7
EMP000464,COMP000021,Employee,43.35,9,0,True,False,False,63688.56
EMP000585,COMP000024,Employee,43.33,9,0,False,False,False,0.0
EMP001489,COMP000058,Employee,43.33,9,0,True,True,True,155570.56
EMP001749,COMP000065,Employee,43.29,8,0,True,False,False,0.0
EMP000094,COMP000008,Owner,43.29,9,0,True,False,False,0.0
EMP000219,COMP000014,Employee,43.28,9,0,True,False,False,0.0
EMP001108,COMP000041,Employee,43.25,8,0,True,False,False,0.0
EMP002668,COMP000098,Employee,43.2,9,0,True,False,False,0.0
EMP000709,COMP000027,Employee,43.16,9,0,True,False,False,0.0
EMP002999,COMP000109,Owner,43.16,9,1,True,False,True,592946.9
EMP003713,COMP000139,Employee,43.09,22,0,True,False,False,0.0
EMP001961,COMP000073,Employee,43.09,9,0,True,False,False,0.0
EMP000474,COMP000021,Employee,43.07,9,0,True,False,False,121904.59
EMP003427,COMP000128,Employee,43.02,21,0,True,False,False,258238.63
EMP000706,COMP000027,Employee,43.02,9,0,True,False,False,0.0
EMP002809,COMP000103,Employee,42.99,9,0,True,False,False,0.0
EMP000791,COMP000028,Employee,42.98,9,0,True,False,False,0.0
EMP002789,COMP000103,Employee,42.92,9,0,True,False,False,0.0
EMP001445,COMP000057,Employee,42.92,9,0,True,False,False,0.0
EMP002720,COMP000099,Employee,42.89,9,0,True,False,False,0.0
EMP001233,COMP000046,Employee,42.89,8,0,True,False,False,0.0
EMP000666,COMP000026,Employee,42.88,9,1,True,False,False,0.0
EMP001371,COMP000055,Owner,42.86,9,0,True,False,False,486702.98
EMP002949,COMP000106,Employee,42.85,9,0,True,False,False,0.0
EMP002434,COMP000088,Employee,42.82,9,0,True,False,False,0.0
EMP001387,COMP000055,Employee,42.8,9,0,True,False,False,105833.95
EMP002982,COMP000108,Employee,42.8,9,0,True,False,False,66157.26
EMP001222,COMP000044,Employee,42.79,8,0,True,False,False,252359.64
EMP003708,COMP000139,Employee,42.78,22,0,True,False,False,0.0
EMP001126,COMP000042,Employee,42.7,9,0,True,False,False,55401.29
EMP000796,COMP000028,Employee,42.69,9,0,True,False,False,0.0
EMP000529,COMP000022,Employee,42.68,9,0,True,False,False,0.0
EMP002801,COMP000103,Employee,42.68,9,0,True,False,False,0.0
EMP003434,COMP000128,Employee,42.67,21,0,True,True,False,478552.33
EMP001827,COMP000070,Employee,42.67,9,0,True,False,True,287096.9
EMP003588,COMP000135,Employee,42.63,21,0,True,False,False,0.0
EMP001501,COMP000058,Employee,42.62,9,0,True,False,False,115116.72
EMP000297,COMP000016,Employee,42.59,9,1,True,False,False,0.0
EMP003563,COMP000135,Employee,42.54,22,0,True,False,False,0.0
EMP002019,COMP000074,Employee,42.53,9,0,True,False,False,0.0
EMP001307,COMP000053,Employee,42.52,9,0,True,False,False,230327.95
EMP002222,COMP000078,Employee,42.49,9,0,True,False,False,0.0
EMP002985,COMP000108,Employee,42.47,9,0,True,False,False,0.0
EMP002769,COMP000101,Employee,42.45,9,0,True,False,False,78638.51
EMP000290,COMP000016,Employee,42.44,9,0,True,False,False,0.0
EMP001797,COMP000068,Employee,42.38,9,0,True,False,False,0.0
EMP003440,COMP000128,Employee,42.34,21,0,True,True,True,360066.33
EMP001028,COMP000040,Owner,42.34,9,0,True,False,False,0.0
EMP003496,COMP000132,Employee,42.3,21,0,True,False,False,0.0
EMP000220,COMP000014,Employee,42.29,9,0,True,False,False,0.0
EMP002435,COMP000088,Employee,42.28,9,0,True,False,False,0.0
EMP001035,COMP000040,Employee,42.25,9,0,True,False,False,0.0
EMP003710,COMP000139,Employee,42.24,22,0,True,False,False,0.0
EMP000846,COMP000031,Employee,42.23,10,0,True,False,False,0.0
EMP002311,COMP000079,Employee,42.22,9,1,True,False,True,257012.78
EMP001087,COMP000041,Employee,42.2,9,0,True,False,False,0.0
EMP000708,COMP000027,Employee,42.18,9,0,True,False,False,0.0
EMP000375,COMP000017,Employee,42.14,9,0,True,False,False,0.0
EMP000527,COMP000022,Owner,42.14,9,0,True,False,False,50893.7
EMP000889,COMP000034,Employee,42.13,9,0,True,False,False,0.0
EMP000032,COMP000005,Employee,42.1,9,0,True,False,False,0.0
EMP002466,COMP000088,Employee,42.08,8,0,True,False,False,0.0
EMP001438,COMP000057,Employee,42.08,9,1,True,False,False,0.0
EMP000044,COMP000005,Employee,42.06,9,0,True,False,False,0.0
EMP002198,COMP000078,Employee,42.06,10,0,True,False,False,0.0
EMP001031,COMP000040,Employee,41.99,9,0,True,False,False,0.0
EMP002775,COMP000101,Employee,41.97,8,0,True,False,False,0.0
EMP001484,COMP000058,Owner,41.95,9,0,True,False,True,316975.7
EMP001225,COMP000045,Owner,41.93,8,0,True,False,False,0.0
EMP001899,COMP000072,Employee,41.92,9,0,True,True,False,235164.59
EMP001637,COMP000062,Employee,41.91,8,0,True,False,False,0.0
EMP000282,COMP000016,Employee,41.88,9,0,True,True,False,0.0
EMP002015,COMP000074,Employee,41.86,9,0,True,False,False,0.0
EMP002418,COMP000086,Employee,41.84,9,0,True,False,False,0.0
EMP003256,COMP000120,Owner,41.82,25,0,True,False,False,0.0
EMP002445,COMP000088,Employee,41.81,9,0,True,False,True,0.0
EMP002253,COMP000079,Employee,41.8,9,0,True,False,True,215012.11
EMP002692,COMP000098,Employee,41.79,8,0,True,True,False,0.0
EMP001315,COMP000053,Employee,41.78,9,0,True,False,False,175818.81
EMP001683,COMP000064,Employee,41.75,9,0,True,False,False,0.0
EMP000382,COMP000017,Employee,41.75,9,0,True,False,False,0.0
EMP000386,COMP000017,Employee,41.73,9,0,True,False,False,0.0
EMP003406,COMP000128,Owner,41.71,21,1,True,True,True,748974.3
EMP003382,COMP000125,Employee,41.68,21,0,True,False,False,201997.02
EMP001494,COMP000058,Employee,41.68,9,0,False,False,False,247577.0
EMP003764,COMP000140,Employee,41.67,20,2,True,False,True,461290.28
EMP003559,COMP000135,Employee,41.67,22,0,True,False,False,0.0
EMP002644,COMP000098,Employee,41.67,9,0,True,False,False,0.0
EMP000790,COMP000028,Owner,41.67,9,0,True,False,False,0.0
EMP003003,COMP000109,Employee,41.65,8,1,True,False,False,153009.46
EMP000462,COMP000021,Employee,41.65,9,0,True,False,False,115142.04
EMP003645,COMP000138,Employee,41.65,22,1,True,False,False,0.0
EMP000298,COMP000016,Employee,41.64,9,0,True,False,False,89970.52
EMP002201,COMP000078,Employee,41.63,10,0,True,False,False,0.0
EMP002214,COMP000078,Employee,41.62,9,0,True,False,False,0.0
EMP003378,COMP000125,Employee,41.61,22,0,False,False,False,141177.46
EMP000069,COMP000006,Employee,41.59,9,0,True,False,False,0.0
EMP002614,COMP000096,Owner,41.58,9,0,True,False,False,0.0
EMP001750,COMP000065,Employee,41.57,8,0,True,False,False,0.0
EMP000301,COMP000016,Employee,41.56,9,1,True,False,False,0.0
EMP000703,COMP000027,Employee,41.55,9,0,True,False,False,0.0
EMP001410,COMP000055,Employee,41.49,8,0,False,False,False,195267.15
EMP003182,COMP000113,Employee,41.49,21,0,True,False,False,0.0
EMP000285,COMP000016,Employee,41.45,9,0,True,False,False,0.0
EMP003389,COMP000126,Owner,41.43,19,0,True,False,False,0.0
EMP003460,COMP000128,Employee,41.43,20,0,True,False,True,418856.43
EMP003348,COMP000123,Employee,41.41,21,0,True,False,False,0.0
EMP000279,COMP000016,Employee,41.41,9,0,True,True,False,0.0
EMP001889,COMP000072,Employee,41.38,9,0,True,False,False,212437.76
EMP001045,COMP000040,Employee,41.37,9,0,True,False,False,0.0
EMP000038,COMP000005,Employee,41.37,9,1,True,False,False,0.0
EMP003057,COMP000110,Employee,41.36,9,0,True,False,False,0.0
EMP000843,COMP000031,Owner,41.33,10,0,True,False,False,0.0
EMP000015,COMP000003,Employee,41.32,8,0,True,True,False,80377.24
EMP003283,COMP000121,Employee,41.3,24,0,True,False,False,0.0
EMP001298,COMP000052,Owner,41.29,9,0,True,False,False,0.0
EMP002265,COMP000079,Employee,41.27,9,0,True,False,False,149707.96
EMP001838,COMP000070,Employee,41.27,8,0,True,False,True,101375.59
EMP001041,COMP000040,Employee,41.26,9,0,True,False,False,0.0
EMP000749,COMP000027,Employee,41.22,9,0,True,False,False,0.0
EMP000894,COMP000034,Employee,41.21,9,0,True,False,False,0.0
EMP003516,COMP000132,Employee,41.21,21,0,True,False,False,0.0
EMP001912,COMP000072,Employee,41.2,9,0,True,False,False,185691.58
EMP001870,COMP000072,Owner,41.17,9,0,True,False,False,315829.58
EMP002531,COMP000091,Employee,41.16,10,1,True,False,False,0.0
EMP001710,COMP000065,Employee,41.15,9,1,True,True,False,0.0
EMP002470,COMP000088,Employee,41.13,8,1,True,False,False,0.0
EMP000097,COMP000008,Employee,41.12,9,0,True,False,False,0.0
EMP000003,COMP000001,Employee,41.11,9,0,True,False,False,0.0
EMP002345,COMP000082,Employee,41.11,7,0,True,False,True,0.0
EMP001590,COMP000062,Employee,41.11,9,0,True,False,False,0.0
EMP000831,COMP000029,Owner,41.1,8,0,True,False,False,0.0
EMP002527,COMP000091,Employee,41.09,10,0,True,False,False,0.0
EMP000252,COMP000015,Owner,41.08,9,0,True,False,False,0.0
EMP001311,COMP000053,Employee,41.06,9,0,True,False,False,157481.92
EMP001088,COMP000041,Employee,41.05,9,1,True,False,False,0.0
EMP002971,COMP000108,Employee,41.03,9,0,True,False,False,0.0
EMP003294,COMP000123,Owner,41.03,22,1,True,True,False,0.0
EMP001789,COMP000068,Employee,41.02,9,0,True,False,False,0.0
EMP002848,COMP000104,Employee,40.99,9,0,True,False,False,0.0
EMP000291,COMP000016,Employee,40.99,9,0,True,False,False,0.0
EMP001245,COMP000047,Employee,40.97,9,1,True,False,False,0.0
EMP000530,COMP000022,Employee,40.95,9,0,True,False,False,0.0
EMP003501,COMP000132,Employee,40.94,21,0,True,False,False,0.0
EMP000379,COMP000017,Employee,40.94,9,0,True,False,False,0.0
EMP000664,COMP000026,Employee,40.91,9,1,True,False,False,0.0
EMP002975,COMP000108,Employee,40.9,9,0,True,False,False,0.0
EMP003552,COMP000135,Owner,40.88,22,0,True,False,False,0.0
EMP001085,COMP000041,Employee,40.87,9,0,True,False,False,98140.52
EMP001687,COMP000064,Employee,40.85,9,0,True,False,False,0.0
EMP002399,COMP000086,Employee,40.85,9,0,True,False,False,0.0
EMP001711,COMP000065,Employee,40.82,9,0,True,False,False,0.0
EMP003407,COMP000128,Employee,40.81,21,0,False,False,False,443590.32
EMP001850,COMP000071,Employee,40.81,9,0,True,False,False,0.0
EMP000039,COMP000005,Employee,40.8,9,0,True,False,False,0.0
EMP000378,COMP000017,Employee,40.8,9,0,True,False,False,0.0
EMP001959,COMP000073,Employee,40.78,9,0,True,False,False,0.0
