PersonID1,PersonID2,CompanyID,Category,Debt,CriminalRecord,Relation,RelationInt,Color,Size
EMP001039,EMP001063,COMP000034,Employee,0.0,False,Distant Family,2,0,1
EMP001068,EMP001065,COMP000035,Employee,238830.11,False,Close Family,1,1,1
EMP001065,EMP001068,COMP000035,Owner,352464.43,False,Close Family,1,1,3
EMP001067,EMP001068,COMP000035,Employee,155855.22,False,Close Family,1,1,1
EMP001068,EMP001067,COMP000035,Employee,238830.11,False,Close Family,1,1,1
EMP001068,CIT009135,COMP000035,Employee,238830.11,False,Close Family,1,1,1
CIT009135,EMP001068,COMP000035,Citizen,395444.9,False,Close Family,1,1,0
EMP001067,CIT009114,COMP000035,Employee,155855.22,False,Close Family,1,1,1
CIT009114,EMP001067,COMP000035,Citizen,320933.72,False,Close Family,1,1,0
EMP001076,EMP001069,COMP000036,Employee,0.0,False,Distant Family,2,0,1
EMP001069,EMP001076,COMP000036,Owner,0.0,False,Distant Family,2,0,3
EMP001094,EMP001106,COMP000037,Employee,0.0,False,Distant Family,2,0,1
EMP001106,EMP001094,COMP000037,Employee,0.0,False,Distant Family,2,0,1
EMP001108,EMP001112,COMP000037,Employee,0.0,False,Close Family,1,0,1
EMP001112,EMP001108,COMP000037,Employee,0.0,False,Close Family,1,0,1
EMP001138,EMP001205,COMP000040,Employee,0.0,False,Close Family,1,0,1
EMP001205,EMP001138,COMP000040,Employee,0.0,False,Close Family,1,0,1
EMP001195,EMP001200,COMP000040,Employee,0.0,False,Distant Family,2,0,1
EMP001200,EMP001195,COMP000040,Employee,0.0,False,Distant Family,2,0,1
EMP001202,EMP001197,COMP000040,Employee,0.0,False,Distant Family,2,0,1
EMP001197,EMP001202,COMP000040,Employee,0.0,False,Distant Family,2,0,1
EMP001207,EMP001154,COMP000040,Employee,0.0,False,Distant Family,2,0,1
EMP001154,EMP001207,COMP000040,Employee,0.0,False,Distant Family,2,0,1
EMP001241,EMP001243,COMP000040,Employee,0.0,False,Distant Family,2,0,1
EMP001243,EMP001241,COMP000040,Employee,0.0,False,Distant Family,2,0,1
EMP001282,EMP001136,COMP000040,Employee,0.0,False,Distant Family,2,0,1
EMP001136,EMP001282,COMP000040,Employee,0.0,False,Distant Family,2,0,1
EMP001285,EMP001261,COMP000040,Employee,0.0,False,Distant Family,2,0,1
EMP001261,EMP001285,COMP000040,Employee,0.0,False,Distant Family,2,0,1
EMP001334,EMP001310,COMP000041,Employee,0.0,False,Distant Family,2,0,1
EMP001310,EMP001334,COMP000041,Owner,0.0,False,Distant Family,2,0,3
EMP001365,EMP001396,COMP000042,Employee,0.0,False,Distant Family,2,0,1
EMP001396,EMP001365,COMP000042,Employee,0.0,False,Distant Family,2,0,1
EMP001377,EMP001365,COMP000042,Employee,50451.92,False,Distant Family,2,1,1
EMP001365,EMP001377,COMP000042,Employee,0.0,False,Distant Family,2,0,1
EMP001397,EMP001394,COMP000042,Employee,58761.09,False,Distant Family,2,1,1
EMP001394,EMP001397,COMP000042,Employee,0.0,False,Distant Family,2,0,1
EMP001424,EMP001450,COMP000044,Employee,0.0,False,Distant Family,2,0,1
EMP001450,EMP001424,COMP000044,Employee,0.0,False,Distant Family,2,0,1
EMP001430,EMP001443,COMP000044,Employee,0.0,False,Distant Family,2,0,1
EMP001443,EMP001430,COMP000044,Employee,0.0,False,Distant Family,2,0,1
EMP001490,EMP001487,COMP000047,Employee,0.0,False,Close Family,1,0,1
EMP001487,EMP001490,COMP000047,Employee,0.0,False,Close Family,1,0,1
EMP001494,EMP001471,COMP000047,Employee,0.0,False,Distant Family,2,0,1
EMP001471,EMP001494,COMP000047,Employee,0.0,False,Distant Family,2,0,1
EMP001510,EMP001508,COMP000048,Employee,0.0,False,Distant Family,2,0,1
EMP001508,EMP001510,COMP000048,Owner,0.0,False,Distant Family,2,0,3
EMP001511,EMP001512,COMP000049,Owner,0.0,False,Distant Family,2,0,3
EMP001512,EMP001511,COMP000049,Employee,0.0,False,Distant Family,2,0,1
EMP001516,EMP001520,COMP000050,Owner,0.0,False,Distant Family,2,0,3
EMP001520,EMP001516,COMP000050,Employee,0.0,False,Distant Family,2,0,1
EMP001518,EMP001517,COMP000050,Employee,79472.7,False,Distant Family,2,1,1
EMP001517,EMP001518,COMP000050,Employee,0.0,False,Distant Family,2,0,1
EMP001523,EMP001524,COMP000051,Employee,0.0,False,Distant Family,2,0,1
EMP001524,EMP001523,COMP000051,Employee,0.0,False,Distant Family,2,0,1
EMP001566,EMP001561,COMP000053,Employee,0.0,False,Distant Family,2,0,1
EMP001561,EMP001566,COMP000053,Employee,0.0,False,Distant Family,2,0,1
EMP001573,EMP001580,COMP000054,Employee,243747.92,False,Close Family,1,1,1
EMP001580,EMP001573,COMP000054,Employee,149070.46,True,Close Family,1,2,1
EMP001591,EMP001573,COMP000054,Employee,167441.32,True,Close Family,1,2,1
EMP001573,EMP001591,COMP000054,Employee,243747.92,False,Close Family,1,1,1
EMP001572,CIT013615,COMP000054,Employee,133056.9,True,Close Family,1,2,1
CIT013615,EMP001572,COMP000054,Citizen,110393.23,False,Close Family,1,1,0
EMP001589,CIT013741,COMP000054,Employee,206500.81,True,Close Family,1,2,1
CIT013741,EMP001589,COMP000054,Citizen,182317.66,False,Close Family,1,1,0
EMP001666,EMP001630,COMP000055,Employee,249636.78,False,Close Family,1,1,1
EMP001630,EMP001666,COMP000055,Employee,133976.2,True,Close Family,1,2,1
EMP001681,EMP001666,COMP000055,Employee,241479.4,False,Close Family,1,1,1
EMP001666,EMP001681,COMP000055,Employee,249636.78,False,Close Family,1,1,1
EMP001668,CIT014383,COMP000055,Employee,148299.3,True,Close Family,1,2,1
CIT014383,EMP001668,COMP000055,Citizen,234581.57,False,Close Family,1,1,0
EMP001607,CIT014209,COMP000055,Employee,177565.22,False,Close Family,1,1,1
CIT014209,EMP001607,COMP000055,Citizen,0.0,False,Close Family,1,0,0
EMP001734,EMP001719,COMP000057,Employee,0.0,False,Distant Family,2,0,1
EMP001719,EMP001734,COMP000057,Employee,0.0,False,Distant Family,2,0,1
EMP001747,EMP001756,COMP000057,Employee,0.0,False,Distant Family,2,0,1
EMP001756,EMP001747,COMP000057,Employee,0.0,False,Distant Family,2,0,1
EMP001750,EMP001757,COMP000057,Employee,0.0,False,Close Family,1,0,1
EMP001757,EMP001750,COMP000057,Employee,0.0,False,Close Family,1,0,1
EMP001752,EMP001747,COMP000057,Employee,0.0,False,Distant Family,2,0,1
EMP001747,EMP001752,COMP000057,Employee,0.0,False,Distant Family,2,0,1
EMP001860,EMP001827,COMP000058,Employee,0.0,False,Distant Family,2,0,1
EMP001827,EMP001860,COMP000058,Employee,0.0,False,Distant Family,2,0,1
EMP001878,EMP001879,COMP000059,Employee,0.0,False,Distant Family,2,0,1
EMP001879,EMP001878,COMP000059,Employee,0.0,False,Distant Family,2,0,1
EMP001906,EMP001905,COMP000061,Employee,0.0,False,Distant Family,2,0,1
EMP001905,EMP001906,COMP000061,Employee,0.0,False,Distant Family,2,0,1
EMP001936,EMP001965,COMP000062,Employee,0.0,False,Close Family,1,0,1
EMP001965,EMP001936,COMP000062,Employee,0.0,False,Close Family,1,0,1
EMP001951,EMP001926,COMP000062,Employee,0.0,False,Distant Family,2,0,1
EMP001926,EMP001951,COMP000062,Employee,0.0,False,Distant Family,2,0,1
EMP001952,EMP001972,COMP000062,Employee,0.0,False,Distant Family,2,0,1
EMP001972,EMP001952,COMP000062,Employee,0.0,False,Distant Family,2,0,1
EMP001976,EMP001907,COMP000062,Employee,0.0,False,Distant Family,2,0,1
EMP001907,EMP001976,COMP000062,Owner,0.0,False,Distant Family,2,0,3
EMP001984,EMP002062,COMP000064,Owner,0.0,False,Distant Family,2,0,3
EMP002062,EMP001984,COMP000064,Employee,0.0,False,Distant Family,2,0,1
EMP001987,EMP002041,COMP000064,Employee,0.0,False,Distant Family,2,0,1
EMP002041,EMP001987,COMP000064,Employee,0.0,False,Distant Family,2,0,1
EMP002007,EMP002008,COMP000064,Employee,0.0,False,Distant Family,2,0,1
EMP002008,EMP002007,COMP000064,Employee,0.0,False,Distant Family,2,0,1
EMP002087,EMP002217,COMP000065,Employee,0.0,False,Distant Family,2,0,1
EMP002217,EMP002087,COMP000065,Employee,0.0,False,Distant Family,2,0,1
EMP002114,EMP002123,COMP000065,Employee,0.0,False,Distant Family,2,0,1
EMP002123,EMP002114,COMP000065,Employee,91024.38,False,Distant Family,2,1,1
EMP002142,EMP002134,COMP000065,Employee,0.0,False,Close Family,1,0,1
EMP002134,EMP002142,COMP000065,Employee,0.0,False,Close Family,1,0,1
EMP002207,EMP002209,COMP000065,Employee,0.0,False,Distant Family,2,0,1
EMP002209,EMP002207,COMP000065,Employee,0.0,False,Distant Family,2,0,1
EMP002226,EMP002112,COMP000065,Employee,57689.19,False,Distant Family,2,1,1
EMP002112,EMP002226,COMP000065,Employee,70271.14,False,Distant Family,2,1,1
EMP002228,EMP002202,COMP000065,Employee,0.0,False,Distant Family,2,0,1
EMP002202,EMP002228,COMP000065,Employee,0.0,False,Distant Family,2,0,1
EMP002248,EMP002284,COMP000068,Employee,0.0,False,Distant Family,2,0,1
EMP002284,EMP002248,COMP000068,Employee,0.0,False,Distant Family,2,0,1
EMP002250,EMP002284,COMP000068,Employee,0.0,False,Distant Family,2,0,1
EMP002284,EMP002250,COMP000068,Employee,0.0,False,Distant Family,2,0,1
EMP002308,EMP002315,COMP000070,Employee,498720.34,True,Close Family,1,2,1
EMP002315,EMP002308,COMP000070,Employee,220281.42,False,Close Family,1,1,1
EMP002294,EMP002291,COMP000070,Employee,492733.65,True,Close Family,1,2,1
EMP002291,EMP002294,COMP000070,Employee,289481.74,False,Close Family,1,1,1
EMP002312,EMP002308,COMP000070,Employee,200068.11,False,Close Family,1,1,1
EMP002308,EMP002312,COMP000070,Employee,498720.34,True,Close Family,1,2,1
EMP002290,CIT027457,COMP000070,Owner,624395.89,False,Close Family,1,1,3
CIT027457,EMP002290,COMP000070,Citizen,0.0,False,Close Family,1,0,0
EMP002312,CIT027712,COMP000070,Employee,200068.11,False,Close Family,1,1,1
CIT027712,EMP002312,COMP000070,Citizen,364478.63,False,Close Family,1,1,0
EMP002306,CIT027512,COMP000070,Employee,425634.3,False,Close Family,1,1,1
CIT027512,EMP002306,COMP000070,Citizen,222838.22,False,Close Family,1,1,0
EMP000280,SIPA000039,COMP000016,Employee,136236.37,False,Close Family,1,1,1
SIPA000039,EMP000280,COMP000016,SIP Approver,0.0,True,Close Family,1,2,2
EMP000508,SIPA000008,COMP000018,Employee,81529.03,False,Close Family,1,1,1
SIPA000008,EMP000508,COMP000018,SIP Approver,69590.54,False,Close Family,1,1,2
EMP001067,SIPA000037,COMP000035,Employee,155855.22,False,Close Family,1,1,1
SIPA000037,EMP001067,COMP000035,SIP Approver,0.0,False,Close Family,1,0,2
EMP001573,SIPA000024,COMP000054,Employee,243747.92,False,Close Family,1,1,1
SIPA000024,EMP001573,COMP000054,SIP Approver,0.0,False,Close Family,1,0,2
EMP000632,SIPA000042,COMP000022,Owner,360045.07,True,Close Family,1,2,3
SIPA000042,EMP000632,COMP000022,SIP Approver,0.0,False,Close Family,1,0,2
EMP001668,SIPA000055,COMP000055,Employee,148299.3,True,Close Family,1,2,1
SIPA000055,EMP001668,COMP000055,SIP Approver,58954.75,False,Close Family,1,1,2
EMP000895,SIPA000020,COMP000028,Owner,387846.61,False,Close Family,1,1,3
SIPA000020,EMP000895,COMP000028,SIP Approver,0.0,False,Close Family,1,0,2
EMP000942,SIPA000010,COMP000029,Employee,171098.6,False,Close Family,1,1,1
SIPA000010,EMP000942,COMP000029,SIP Approver,0.0,False,Close Family,1,0,2
EMP002312,SIPA000041,COMP000070,Employee,200068.11,False,Close Family,1,1,1
SIPA000041,EMP002312,COMP000070,SIP Approver,0.0,False,Close Family,1,0,2
EMP000853,SIPA000050,COMP000027,Employee,196268.83,True,Close Family,1,2,1
SIPA000050,EMP000853,COMP000027,SIP Approver,0.0,False,Close Family,1,0,2
COMP000002,EMP000011,COMP000002,Company,0.0,False,Company,3,3,4
EMP000011,COMP000002,COMP000002,Employee,0.0,False,Company,3,0,1
COMP000002,EMP000009,COMP000002,Company,0.0,False,Company,3,3,4
EMP000009,COMP000002,COMP000002,Employee,0.0,False,Company,3,0,1
COMP000002,EMP000013,COMP000002,Company,0.0,False,Company,3,3,4
EMP000013,COMP000002,COMP000002,Employee,0.0,False,Company,3,0,1
COMP000004,EMP000027,COMP000004,Company,0.0,False,Company,3,3,4
EMP000027,COMP000004,COMP000004,Employee,0.0,False,Company,3,0,1
COMP000004,EMP000022,COMP000004,Company,0.0,False,Company,3,3,4
EMP000022,COMP000004,COMP000004,Employee,0.0,False,Company,3,0,1
COMP000005,EMP000029,COMP000005,Company,0.0,False,Company,3,3,4
EMP000029,COMP000005,COMP000005,Owner,0.0,False,Company,3,0,3
COMP000005,EMP000053,COMP000005,Company,0.0,False,Company,3,3,4
EMP000053,COMP000005,COMP000005,Employee,0.0,False,Company,3,0,1
COMP000005,EMP000037,COMP000005,Company,0.0,False,Company,3,3,4
EMP000037,COMP000005,COMP000005,Employee,0.0,False,Company,3,0,1
COMP000005,EMP000042,COMP000005,Company,0.0,False,Company,3,3,4
EMP000042,COMP000005,COMP000005,Employee,0.0,False,Company,3,0,1
COMP000005,EMP000043,COMP000005,Company,0.0,False,Company,3,3,4
EMP000043,COMP000005,COMP000005,Employee,0.0,False,Company,3,0,1
COMP000005,EMP000046,COMP000005,Company,0.0,False,Company,3,3,4
EMP000046,COMP000005,COMP000005,Employee,0.0,False,Company,3,0,1
COMP000005,EMP000050,COMP000005,Company,0.0,False,Company,3,3,4
EMP000050,COMP000005,COMP000005,Employee,0.0,False,Company,3,0,1
COMP000005,EMP000048,COMP000005,Company,0.0,False,Company,3,3,4
EMP000048,COMP000005,COMP000005,Employee,0.0,False,Company,3,0,1
COMP000005,EMP000062,COMP000005,Company,0.0,False,Company,3,3,4
EMP000062,COMP000005,COMP000005,Employee,0.0,False,Company,3,0,1
COMP000005,EMP000038,COMP000005,Company,0.0,False,Company,3,3,4
EMP000038,COMP000005,COMP000005,Employee,0.0,False,Company,3,0,1
COMP000006,EMP000084,COMP000006,Company,75604.65,False,Company,3,3,4
EMP000084,COMP000006,COMP000006,Employee,75604.65,False,Company,3,1,1
COMP000006,EMP000080,COMP000006,Company,75604.65,False,Company,3,3,4
EMP000080,COMP000006,COMP000006,Employee,0.0,False,Company,3,0,1
COMP000006,EMP000085,COMP000006,Company,75604.65,False,Company,3,3,4
EMP000085,COMP000006,COMP000006,Employee,0.0,False,Company,3,0,1
COMP000006,EMP000078,COMP000006,Company,75604.65,False,Company,3,3,4
EMP000078,COMP000006,COMP000006,Employee,0.0,False,Company,3,0,1
COMP000008,EMP000111,COMP000008,Company,0.0,False,Company,3,3,4
EMP000111,COMP000008,COMP000008,Employee,0.0,False,Company,3,0,1
COMP000008,EMP000106,COMP000008,Company,0.0,False,Company,3,3,4
EMP000106,COMP000008,COMP000008,Employee,0.0,False,Company,3,0,1
COMP000008,EMP000112,COMP000008,Company,0.0,False,Company,3,3,4
EMP000112,COMP000008,COMP000008,Employee,0.0,False,Company,3,0,1
COMP000008,EMP000101,COMP000008,Company,0.0,False,Company,3,3,4
EMP000101,COMP000008,COMP000008,Employee,0.0,False,Company,3,0,1
COMP000010,EMP000131,COMP000010,Company,0.0,False,Company,3,3,4
EMP000131,COMP000010,COMP000010,Employee,0.0,False,Company,3,0,1
COMP000010,EMP000155,COMP000010,Company,0.0,False,Company,3,3,4
EMP000155,COMP000010,COMP000010,Employee,0.0,False,Company,3,0,1
COMP000010,EMP000149,COMP000010,Company,0.0,False,Company,3,3,4
EMP000149,COMP000010,COMP000010,Employee,0.0,False,Company,3,0,1
COMP000010,EMP000142,COMP000010,Company,0.0,False,Company,3,3,4
EMP000142,COMP000010,COMP000010,Employee,0.0,False,Company,3,0,1
COMP000012,EMP000194,COMP000012,Company,0.0,False,Company,3,3,4
EMP000194,COMP000012,COMP000012,Employee,0.0,False,Company,3,0,1
COMP000012,EMP000199,COMP000012,Company,0.0,False,Company,3,3,4
EMP000199,COMP000012,COMP000012,Employee,0.0,False,Company,3,0,1
COMP000013,EMP000215,COMP000013,Company,0.0,False,Company,3,3,4
EMP000215,COMP000013,COMP000013,Employee,0.0,False,Company,3,0,1
COMP000013,EMP000200,COMP000013,Company,0.0,False,Company,3,3,4
