CompanyID,ServiceType,PurchaseAmount,TotalHours,PurchaseAmountPerHour,Date
COMP000012,Meals,10320.43,935.48,11.032229443708044,2024-06-01
COMP000012,Meals,9958.7,934.9,10.652155310728421,2024-07-01
COMP000012,Meals,10197.220000000001,932.79,10.931956817718888,2024-08-01
COMP000012,Meals,9960.33,935.23,10.65013953786769,2024-09-01
COMP000012,Meals,10057.619999999999,936.29,10.741992331435773,2024-10-01
COMP000012,Meals,10055.25,933.2,10.77502143163309,2024-11-01
COMP000013,Meals,22782.0,2141.57,10.637989885924812,2024-01-01
COMP000013,Meals,22759.43,2141.93,10.625664704262045,2024-02-01
COMP000013,Meals,22480.28,2144.84,10.481098823222244,2024-03-01
COMP000013,Meals,23337.96,2148.24,10.863758239302872,2024-04-01
COMP000013,Meals,22731.17,2146.82,10.588298040823169,2024-05-01
COMP000013,Meals,22977.66,2138.08,10.746866347377086,2024-06-01
COMP000013,Meals,23606.989999999998,2144.68,11.007231848107876,2024-07-01
COMP000013,Meals,23155.91,2142.92,10.80577436395199,2024-08-01
COMP000013,Meals,22915.920000000002,2145.47,10.681072212615419,2024-09-01
COMP000013,Meals,23236.0,2149.4,10.810458732669582,2024-10-01
COMP000013,Meals,23572.149999999998,2144.89,10.98991090452191,2024-11-01
COMP000014,Meals,53116.94,4830.54,10.996066692336676,2024-01-01
COMP000014,Meals,52525.14,4843.97,10.843407370400724,2024-02-01
COMP000014,Meals,52637.49,4835.95,10.884622463011404,2024-03-01
COMP000014,Meals,53340.689999999995,4838.37,11.024516521059777,2024-04-01
COMP000014,Meals,52745.83,4842.14,10.893082397452366,2024-05-01
COMP000014,Meals,53697.08,4833.55,11.109242689120832,2024-06-01
COMP000014,Meals,53972.630000000005,4835.28,11.16225533991827,2024-07-01
COMP000014,Meals,53719.89,4840.52,11.09795848379926,2024-08-01
COMP000014,Meals,52949.560000000005,4842.9,10.933440707014395,2024-09-01
COMP000014,Meals,54030.89000000001,4831.34,11.18341702302053,2024-10-01
COMP000014,Meals,54489.66,4841.44,11.25484566575234,2024-11-01
COMP000015,Meals,33803.97,3075.39,10.991766897856857,2024-01-01
COMP000015,Meals,33705.259999999995,3080.77,10.940531100990984,2024-02-01
COMP000015,Meals,33632.33,3073.58,10.94239616343157,2024-03-01
COMP000015,Meals,33412.4,3068.04,10.89047078916833,2024-04-01
COMP000015,Meals,33043.159999999996,3071.98,10.756307007207077,2024-05-01
COMP000015,Meals,34091.89,3076.18,11.082540683575084,2024-06-01
COMP000015,Meals,33859.58,3078.12,11.000084467142283,2024-07-01
COMP000015,Meals,34388.97,3075.6,11.181223175965666,2024-08-01
COMP000015,Meals,34165.67,3067.17,11.139151074117182,2024-09-01
COMP000015,Meals,34444.28,3075.0,11.201391869918698,2024-10-01
COMP000015,Meals,33484.1,3075.46,10.887509510772372,2024-11-01
COMP000016,Meals,141705.36000000002,12222.17,11.59412444762264,2024-01-01
COMP000016,Meals,136103.71,12238.24,11.12118327471924,2024-02-01
COMP000016,Meals,139962.21,12240.58,11.434279258009015,2024-03-01
COMP000016,Meals,137078.85,12233.67,11.205047218046587,2024-04-01
COMP000016,Meals,139180.11000000002,12225.49,11.38441976558813,2024-05-01
COMP000016,Meals,135042.29,12232.84,11.039324474120482,2024-06-01
COMP000016,Meals,135787.03,12237.67,11.095823796523357,2024-07-01
COMP000016,Meals,138313.06,12224.99,11.313960993015128,2024-08-01
COMP000016,Meals,138984.55,12224.59,11.369260645960313,2024-09-01
COMP000016,Meals,137109.82,12228.68,11.21215208836931,2024-10-01
COMP000016,Meals,139298.74000000002,12228.92,11.390927408143975,2024-11-01
COMP000017,Meals,113754.86,10218.11,11.132671306141741,2024-01-01
COMP000017,Meals,114623.26,10229.34,11.205342671179176,2024-02-01
COMP000017,Meals,110756.57,10212.69,10.8449948054822,2024-03-01
COMP000017,Meals,114110.91,10216.14,11.16966975785375,2024-04-01
COMP000017,Meals,112085.08,10212.35,10.975444437372397,2024-05-01
COMP000017,Meals,112934.6,10208.23,11.063093210086372,2024-06-01
COMP000017,Meals,113968.57,10216.14,11.155736902587476,2024-07-01
COMP000017,Meals,112212.02,10215.0,10.98502398433676,2024-08-01
COMP000017,Meals,113773.31,10205.79,11.14791799556918,2024-09-01
COMP000017,Meals,113706.1,10210.55,11.136138601740358,2024-10-01
COMP000017,Meals,109810.48,10220.78,10.743845381663629,2024-11-01
COMP000018,Meals,4505.76,398.66,11.3022625796418,2024-01-01
COMP000018,Meals,4572.7,398.06,11.487464201376676,2024-02-01
COMP000018,Meals,4551.1,397.58,11.447004376477691,2024-03-01
COMP000018,Meals,4509.99,396.67,11.36962714599037,2024-04-01
COMP000018,Meals,4502.58,397.95,11.314436486995854,2024-05-01
COMP000018,Meals,4478.54,395.97,11.310301285450917,2024-06-01
COMP000018,Meals,4460.44,396.54,11.24839864830786,2024-07-01
COMP000018,Meals,4406.99,396.0,11.128762626262626,2024-08-01
COMP000018,Meals,4433.46,397.66,11.148870894734195,2024-09-01
COMP000018,Meals,4528.610000000001,395.94,11.437616810627874,2024-10-01
COMP000018,Meals,4533.8099999999995,399.05,11.36150858288435,2024-11-01
COMP000019,Meals,4480.99,399.77,11.208920129074217,2024-01-01
COMP000019,Meals,4561.3099999999995,402.75,11.325412787088764,2024-02-01
COMP000019,Meals,4524.47,400.85,11.287189721841088,2024-03-01
COMP000019,Meals,4526.49,399.22,11.338334752767896,2024-04-01
COMP000019,Meals,4556.89,403.62,11.290050047073981,2024-05-01
COMP000019,Meals,4543.11,402.2,11.295648930880159,2024-06-01
COMP000019,Meals,4577.96,401.13,11.412659237653628,2024-07-01
COMP000019,Meals,4508.7300000000005,401.55,11.228315278296602,2024-08-01
COMP000019,Meals,4595.86,403.32,11.395070911435088,2024-09-01
COMP000019,Meals,4571.64,401.28,11.392643540669859,2024-10-01
COMP000019,Meals,4644.16,400.06,11.60865870119482,2024-11-01
COMP000020,Meals,14035.75,1342.41,10.455635759566748,2024-01-01
COMP000020,Meals,14077.54,1343.33,10.479584316586395,2024-02-01
COMP000020,Meals,14445.82,1338.62,10.791576399575684,2024-03-01
COMP000020,Meals,14365.22,1342.43,10.700908054796152,2024-04-01
COMP000020,Meals,13794.18,1344.52,10.259557314134412,2024-05-01
COMP000020,Meals,13645.3,1338.97,10.190892999843163,2024-06-01
COMP000020,Meals,14021.83,1344.0,10.432909226190477,2024-07-01
COMP000020,Meals,14117.49,1339.41,10.540081080475732,2024-08-01
COMP000020,Meals,13866.51,1339.94,10.348605161425137,2024-09-01
COMP000020,Meals,13775.36,1342.11,10.263957499757845,2024-10-01
COMP000020,Meals,14307.550000000001,1345.08,10.636950962024565,2024-11-01
COMP000021,Meals,97151.42,9633.14,10.085124891779836,2024-01-01
COMP000021,Meals,96934.14,9637.12,10.058413716961082,2024-02-01
COMP000021,Meals,97412.53,9631.86,10.113574117564001,2024-03-01
COMP000021,Meals,95213.81,9638.63,9.878355118932879,2024-04-01
COMP000021,Meals,95460.56,9644.36,9.898070996934996,2024-05-01
COMP000021,Meals,97846.49,9637.03,10.153178935833965,2024-06-01
COMP000021,Meals,94240.77,9642.8,9.77317480399884,2024-07-01
COMP000021,Meals,97962.24,9626.98,10.175801757145024,2024-08-01
COMP000021,Meals,94804.5,9631.62,9.843048209958448,2024-09-01
COMP000021,Meals,97832.25,9632.26,10.156728535151668,2024-10-01
COMP000021,Meals,94430.5,9633.37,9.802436738130062,2024-11-01
COMP000022,Meals,34719.67,3093.62,11.2229911883166,2024-01-01
COMP000022,Meals,34727.88,3092.56,11.229492718007087,2024-02-01
COMP000022,Meals,34701.97,3089.67,11.231610495619273,2024-03-01
COMP000022,Meals,35168.479999999996,3088.92,11.385364463955037,2024-04-01
COMP000022,Meals,35390.11,3088.65,11.458116005374515,2024-05-01
COMP000022,Meals,34493.65,3088.51,11.168378927055441,2024-06-01
COMP000022,Meals,34612.85,3079.8,11.238668095330864,2024-07-01
COMP000022,Meals,34889.729999999996,3087.23,11.301305701227312,2024-08-01
COMP000022,Meals,33876.17,3086.7,10.974882560663492,2024-09-01
COMP000022,Meals,34933.3,3084.37,11.325910963989406,2024-10-01
COMP000022,Meals,35507.63,3089.0,11.494862415021041,2024-11-01
COMP000023,Meals,44459.95,4026.99,11.04049178170296,2024-01-01
COMP000023,Meals,45824.810000000005,4035.16,11.356379920498817,2024-02-01
COMP000023,Meals,44757.64,4028.2,11.11107690780001,2024-03-01
COMP000023,Meals,43956.12,4029.75,10.907902475339663,2024-04-01
COMP000023,Meals,44699.799999999996,4032.38,11.085215183092862,2024-05-01
COMP000023,Meals,44002.92,4026.84,10.927407098369937,2024-06-01
COMP000023,Meals,45374.94,4030.5,11.257893561592855,2024-07-01
COMP000023,Meals,44387.579999999994,4031.68,11.009698190332566,2024-08-01
COMP000023,Meals,45173.37,4027.6,11.21595242824511,2024-09-01
COMP000023,Meals,44951.99,4035.88,11.138088843077593,2024-10-01
COMP000023,Meals,45241.200000000004,4032.34,11.219589617938965,2024-11-01
COMP000024,Meals,76316.17,6597.41,11.567595465493277,2024-01-01
COMP000024,Meals,74177.87,6582.55,11.268865409301865,2024-02-01
COMP000024,Meals,73706.28,6583.73,11.19521608571433,2024-03-01
COMP000024,Meals,74241.47,6577.98,11.286362986813582,2024-04-01
COMP000024,Meals,75167.62,6577.84,11.427401700254185,2024-05-01
COMP000024,Meals,74914.7,6585.22,11.376187887420617,2024-06-01
COMP000024,Meals,73581.88,6588.11,11.168890622652022,2024-07-01
COMP000024,Meals,75089.2,6587.43,11.398861164369109,2024-08-01
COMP000024,Meals,73759.23,6585.39,11.20043459840647,2024-09-01
COMP000024,Meals,73778.45999999999,6582.84,11.207694551287892,2024-10-01
COMP000024,Meals,72263.02,6582.56,10.977950827641525,2024-11-01
COMP000025,Meals,45729.979999999996,4022.5,11.368546923555002,2024-01-01
COMP000025,Meals,46154.92,4020.17,11.480837875015235,2024-02-01
COMP000025,Meals,44386.76,4029.43,11.015642410961354,2024-03-01
COMP000025,Meals,46236.46,4033.06,11.464362047675959,2024-04-01
COMP000025,Meals,46591.909999999996,4032.47,11.554186391963238,2024-05-01
COMP000025,Meals,46475.689999999995,4028.8,11.535864277204128,2024-06-01
COMP000025,Meals,45443.31,4028.76,11.279726268132128,2024-07-01
COMP000025,Meals,45622.990000000005,4027.49,11.327896531090085,2024-08-01
COMP000025,Meals,46923.28,4018.74,11.67611739002772,2024-09-01
COMP000025,Meals,47172.4,4019.75,11.7351576590584,2024-10-01
COMP000025,Meals,45882.780000000006,4028.92,11.388357177605911,2024-11-01
COMP000026,Meals,50431.479999999996,4834.19,10.432250283915195,2024-01-01
COMP000026,Meals,51409.19,4826.03,10.652480403147102,2024-02-01
COMP000026,Meals,49892.939999999995,4835.16,10.31877745514109,2024-03-01
COMP000026,Meals,51506.32,4847.68,10.624942240411908,2024-04-01
COMP000026,Meals,49933.27,4837.38,10.322379056431373,2024-05-01
COMP000026,Meals,51074.299999999996,4834.76,10.56397835673332,2024-06-01
COMP000026,Meals,49755.19,4831.05,10.29904265118349,2024-07-01
COMP000026,Meals,51502.09,4834.24,10.653606357979744,2024-08-01
COMP000026,Meals,51187.090000000004,4836.55,10.58338898595073,2024-09-01
COMP000026,Meals,50883.920000000006,4839.4,10.514510063230981,2024-10-01
COMP000026,Meals,50034.34,4839.46,10.33882705921735,2024-11-01
COMP000027,Meals,140407.86,12776.77,10.989307939330518,2024-01-01
COMP000027,Meals,136960.07,12780.71,10.716155049289124,2024-02-01
COMP000027,Meals,135349.34,12777.53,10.592762450958832,2024-03-01
COMP000027,Meals,139031.41999999998,12778.36,10.880224066312108,2024-04-01
COMP000027,Meals,139674.38,12767.27,10.94003494874002,2024-05-01
COMP000027,Meals,137608.46,12777.12,10.769912155477915,2024-06-01
COMP000027,Meals,133977.76,12774.22,10.488136261940065,2024-07-01
COMP000027,Meals,135515.83000000002,12764.04,10.617001356937147,2024-08-01
COMP000027,Meals,140251.19,12766.18,10.98615169142218,2024-09-01
COMP000027,Meals,139062.8,12775.2,10.885371657586573,2024-10-01
COMP000027,Meals,136332.47,12774.46,10.672268729950229,2024-11-01
COMP000028,Meals,58715.14,5642.88,10.40517253600998,2024-01-01
COMP000028,Meals,59506.799999999996,5649.23,10.533612545426545,2024-02-01
COMP000028,Meals,60733.409999999996,5641.22,10.766006289419664,2024-03-01
COMP000028,Meals,59570.030000000006,5650.29,10.54282700533955,2024-04-01
COMP000028,Meals,60500.68,5645.0,10.717569530558016,2024-05-01
COMP000028,Meals,59006.96,5649.14,10.44529963852905,2024-06-01
COMP000028,Meals,61444.41,5635.37,10.903349735687277,2024-07-01
COMP000028,Meals,58832.16,5637.93,10.435063933039254,2024-08-01
COMP000028,Meals,60312.41,5639.82,10.694031015174245,2024-09-01
COMP000028,Meals,60169.94,5639.98,10.668466909457127,2024-10-01
COMP000028,Meals,61333.24,5647.22,10.860784598439585,2024-11-01
COMP000029,Meals,11503.44,1053.43,10.91998519123245,2024-01-01
COMP000029,Meals,11639.9,1053.95,11.044072299444945,2024-02-01
COMP000029,Meals,11184.25,1057.39,10.577223162693045,2024-03-01
COMP000029,Meals,11397.48,1052.15,10.832561897067908,2024-04-01
COMP000029,Meals,11450.14,1053.42,10.86949175067874,2024-05-01
COMP000029,Meals,11178.43,1052.59,10.619927987155494,2024-06-01
COMP000029,Meals,11191.32,1053.94,10.618555135965993,2024-07-01
COMP000029,Meals,11602.800000000001,1052.93,11.0195359615549,2024-08-01
COMP000029,Meals,11289.519999999999,1054.03,10.71081468269404,2024-09-01
COMP000029,Meals,11458.78,1052.89,10.883169181965828,2024-10-01
COMP000029,Meals,11314.37,1057.19,10.702305167472261,2024-11-01
COMP000030,Meals,6073.61,531.82,11.420424203677934,2024-01-01
COMP000030,Meals,6048.7,533.44,11.339044691061787,2024-02-01
COMP000030,Meals,5888.41,533.45,11.038354110038428,2024-03-01
COMP000030,Meals,6039.69,536.76,11.25212385423653,2024-04-01
COMP000030,Meals,6108.95,536.11,11.394956258976702,2024-05-01
COMP000030,Meals,5949.19,536.91,11.080423162168707,2024-06-01
COMP000030,Meals,6089.05,536.58,11.347888478884789,2024-07-01
COMP000030,Meals,6179.900000000001,534.54,11.561155385939314,2024-08-01
COMP000030,Meals,6148.83,534.93,11.494644159048848,2024-09-01
COMP000030,Meals,6066.179999999999,533.92,11.361589751273598,2024-10-01
COMP000030,Meals,6038.37,533.89,11.310138792635188,2024-11-01
COMP000031,Meals,21308.36,1876.93,11.35277287911643,2024-01-01
COMP000031,Meals,21265.61,1887.24,11.268100506559843,2024-02-01
COMP000031,Meals,20996.63,1884.24,11.143288540737911,2024-03-01
COMP000031,Meals,21223.97,1884.58,11.261909815449597,2024-04-01
COMP000031,Meals,20848.649999999998,1882.93,11.072450914266593,2024-05-01
COMP000031,Meals,20845.7,1886.22,11.051574047566032,2024-06-01
COMP000031,Meals,20853.82,1883.68,11.070786970186019,2024-07-01
COMP000031,Meals,21277.530000000002,1882.02,11.305687505977621,2024-08-01
COMP000031,Meals,20852.43,1880.77,11.08717706045928,2024-09-01
COMP000031,Meals,20659.15,1885.88,10.95464716737014,2024-10-01
COMP000031,Meals,20699.76,1881.46,11.001966557885897,2024-11-01
COMP000032,Meals,16737.91,1721.1,9.725123467549823,2024-01-01
COMP000032,Meals,16550.66,1716.82,9.640300089700727,2024-02-01
COMP000032,Meals,16780.02,1719.0,9.76150087260035,2024-03-01
COMP000032,Meals,16318.21,1721.86,9.47708292195649,2024-04-01
COMP000032,Meals,16544.66,1720.87,9.614125413308384,2024-05-01
COMP000032,Meals,16315.66,1718.86,9.492140139394715,2024-06-01
COMP000032,Meals,16175.4,1720.32,9.402553013392858,2024-07-01
COMP000032,Meals,16433.41,1718.9,9.560422363139216,2024-08-01
COMP000032,Meals,16501.19,1719.14,9.598514373465802,2024-09-01
COMP000032,Meals,16580.85,1717.57,9.65366768166654,2024-10-01
COMP000032,Meals,16282.28,1716.42,9.486186364642686,2024-11-01
COMP000033,Meals,7422.59,670.28,11.07386465357761,2024-01-01
COMP000033,Meals,7650.73,670.22,11.415251708394257,2024-02-01
COMP000033,Meals,7632.71,670.64,11.381232852200883,2024-03-01
COMP000033,Meals,7561.85,669.26,11.298822580163167,2024-04-01
COMP000033,Meals,7348.82,672.36,10.929888750074364,2024-05-01
COMP000033,Meals,7615.56,670.3,11.361420259585262,2024-06-01
COMP000033,Meals,7694.929999999999,671.6,11.457608695652173,2024-07-01
COMP000033,Meals,7656.12,671.66,11.398802965786262,2024-08-01
COMP000033,Meals,7665.35,671.45,11.416114379328318,2024-09-01
COMP000033,Meals,7515.5599999999995,671.66,11.189530417175357,2024-10-01
COMP000033,Meals,7558.95,668.53,11.306822431304504,2024-11-01
COMP000034,Meals,124487.82999999999,11425.08,10.896013857233383,2024-01-01
COMP000034,Meals,121724.93,11428.1,10.651370744043192,2024-02-01
COMP000034,Meals,128384.95,11432.13,11.230186325732825,2024-03-01
COMP000034,Meals,127730.5,11435.12,11.170018329497198,2024-04-01
COMP000034,Meals,125172.26,11432.58,10.94873248208191,2024-05-01
COMP000034,Meals,124985.73,11440.06,10.92526874859048,2024-06-01
COMP000034,Meals,121493.64,11430.09,10.629281134269284,2024-07-01
COMP000034,Meals,125107.29,11438.64,10.937252155850695,2024-08-01
COMP000034,Meals,127136.67,11427.92,11.125092755287051,2024-09-01
COMP000034,Meals,128804.05,11427.44,11.271470250554804,2024-10-01
COMP000034,Meals,126693.02,11425.04,11.08906577132334,2024-11-01
COMP000035,Meals,5852.04,533.38,10.971614983688927,2024-01-01
COMP000035,Meals,5935.67,533.25,11.131120487576183,2024-02-01
COMP000035,Meals,5701.68,536.48,10.62794512376976,2024-03-01
COMP000035,Meals,5904.04,533.53,11.065994414559631,2024-04-01
COMP000035,Meals,5908.23,532.36,11.098185438425125,2024-05-01
COMP000035,Meals,5722.34,532.36,10.74900443309039,2024-06-01
COMP000035,Meals,5784.83,532.62,10.861082948443544,2024-07-01
COMP000035,Meals,5967.34,531.64,11.224399969904447,2024-08-01
COMP000035,Meals,5797.14,534.42,10.84753564612103,2024-09-01
COMP000035,Meals,5894.61,532.36,11.072601247276278,2024-10-01
COMP000035,Meals,5890.03,529.98,11.113683535227743,2024-11-01
COMP000036,Meals,10768.59,1136.83,9.4724716976153,2024-01-01
COMP000036,Meals,10780.6,1136.12,9.488962433545753,2024-02-01
COMP000036,Meals,10463.13,1135.15,9.217398581685238,2024-03-01
COMP000036,Meals,10615.97,1133.77,9.363424680490752,2024-04-01
COMP000036,Meals,11056.99,1140.32,9.69639224077452,2024-05-01
COMP000036,Meals,10622.199999999999,1131.37,9.38879411686716,2024-06-01
COMP000036,Meals,10676.33,1132.95,9.423478529502626,2024-07-01
COMP000036,Meals,10788.09,1138.5,9.47570487483531,2024-08-01
COMP000036,Meals,11174.48,1136.98,9.82821157804007,2024-09-01
